ACCT 201, ELEM FINANCIAL ACCOUNTING, 3 Units, 01, 10833, NONE, NONE, NONE, SEM, MW, 8-9:15AM, OPEN, COB-140, Johnson D, Class instruction is: Face to Face - On Campus.
ASLD 299, SUPP ASL STUDY, 4 Units, 01, 10333, NONE, NONE, 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, Reynolds W, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ASLD 305, ASL LITERATURE AND POETRY, 4 Units, 01, 6025, NONE, NONE, 307, SEM, MW, 1:30-2:45PM, OPEN, LAB-305, Moges-Riedel R, Class instruction is: Face to Face - On Campus.
ASLD 305, ASL LITERATURE AND POETRY, 4 Units, 02, 6026, NONE, NONE, 307, ACT, MW, 3-3:50PM, OPEN, LAB-305, Moges-Riedel R, Class instruction is: Face to Face - On Campus.
ASLD 306, ASL LINGUISTICS, 3 Units, 01, 5874, NONE, NONE, NONE, LEC, MW, 11-12:15PM, OPEN, LAB-305, Reynolds W, Class instruction is: Face to Face - On Campus.
ASLD 312, INT. INTERPRETING & ETHICS 2, 4 Units, 01, 4950, NONE, NONE, NONE, SEM, TuTh, 4-5:15PM, OPEN, LAB-305, Rojas C, Class instruction is: Face to Face - On Campus.
ASLD 312, INT. INTERPRETING & ETHICS 2, 4 Units, 02, 4951, NONE, NONE, NONE, ACT, TuTh, 5:30-6:20PM, OPEN, LAB-305, Rojas C, Class instruction is: Face to Face - On Campus.
ASLD 324, CRITICAL DEAF & DISABILITY STU, 3 Units, 01, 6550, NONE, NONE, NONE, SEM, MW, 9:30-10:45AM, OPEN, LA1-300, Moges-Riedel R, Class instruction is: Face to Face - On Campus.
ASLD 412, ADV. INTERPRETING & ETHICS 2, 4 Units, 01, 5322, NONE, NONE, NONE, SEM, MW, 4-5:15PM, OPEN, LAB-305, Calen K, Class instruction is: Face to Face - On Campus.
ASLD 412, ADV. INTERPRETING & ETHICS 2, 4 Units, 02, 5323, NONE, NONE, NONE, ACT, MW, 5:30-6:20PM, OPEN, LAB-305, Calen K, Class instruction is: Face to Face - On Campus.
ASLD 424, GLOBAL DEAF CULTURES & LANG, 3 Units, 01, 4567, NONE, NONE, NONE, LEC, TuTh, 2-3:15PM, OPEN, PSY-155, LeMaster B, Class instruction is: Face to Face - On Campus.
ASLD 434, PRACTICUM, 3 Units, 02, 6258, NONE, NONE, NONE, SEM, MW, 12:30-1:45PM, OPEN, LA2-206, Reynolds W, Class instruction is: Face to Face - On Campus.
ASLD 444, EXAM PREPARATION, 1 Unit, 01, 9399, NONE, NONE, NONE, SEM, Th, 2-2:50PM, OPEN, ONLINE-ONLY, Rojas C, Class instruction is: Synch. Online - Meet Times.
ASLD 456, SIGN LANGUAGE SOCIOLINGUISTICS, 3 Units, 01, 8633, NONE, NONE, 310, LEC, TuTh, 9:30-10:45AM, OPEN, LAB-305, Reynolds W, Class instruction is: Face to Face - On Campus.
ASLD 499, DIRECTED STUDY IN ASLD, 1-6 Units, 01, 6547, NONE, NONE, 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, LeMaster B, nstructor Consent Required Class instruction is: Asynch. Online-No Meet Times.
ASLD 499, DIRECTED STUDY IN ASLD, 1-6 Units, 02, 6548, NONE, NONE, 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, Reynolds W, nstructor Consent Required Class instruction is: Asynch. Online-No Meet Times.
ASLD 499, DIRECTED STUDY IN ASLD, 1-6 Units, 03, 6549, NONE, NONE, 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, Moges-Riedel R, nstructor Consent Required Class instruction is: Asynch. Online-No Meet Times.
AIS 100B, COMPOSITION II, 3 Units, 01, 7900, NONE, NONE, 306, SEM, TuTh, 7-8:15PM, OPEN, ONLINE-ONLY, Gregor T, Class instruction is: Synch. Online - Meet Times.
AIS 101, INTRO NATIVE AMERICAN PEOPLE, 3 Units, 01, 9159, NONE, NONE, 306, LEC, TuTh, 12:30-1:45PM, OPEN, ONLINE-ONLY, Reed T, Class instruction is: Synch. Online - Meet Times.
AIS 106, AMER INDIAN HISTORY POST 1871, 3 Units, 01, 5074, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Bollelli D, lass instruction is: Asynch. Online-No Meet Times. Class offered with HIST-106-01
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 01, 6310, NONE, NONE, 306, LEC, MW, 2-3:15PM, OPEN, ONLINE-ONLY, Lucero H, Class instruction is: Synch. Online - Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 02, 6311, NONE, NONE, 306, LEC, TuTh, 2-3:15PM, OPEN, ONLINE-ONLY, Reed T, Class instruction is: Synch. Online - Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 03, 6797, NONE, NONE, 310, LEC, MW, 2-3:15PM, OPEN, LA5-355, Worthington L, Class instruction is: Face to Face - On Campus.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 04, 6798, NONE, NONE, 306, LEC, MW, 3:30-4:45PM, OPEN, ONLINE-ONLY, Lucero H, Class instruction is: Synch. Online - Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 05, 7391, NONE, NONE, 306, LEC, MW, 11-12:15PM, OPEN, ONLINE-ONLY, Stewart K, Class instruction is: Synch. Online - Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 07, 6799, NONE, NONE, 306, LEC, Tu, 5-7:45PM, OPEN, ONLINE-ONLY, Hale K, Class instruction is: Synch. Online - Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 08, 7392, NONE, NONE, 306, LEC, TuTh, 9:30-10:45AM, OPEN, ONLINE-ONLY, Silva B, Class instruction is: Synch. Online - Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 09, 9160, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Ferris F, Class instruction is: Asynch. Online-No Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 11, 9161, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Stewart K, Class instruction is: Asynch. Online-No Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 12, 7255, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Whipple V, Class instruction is: Asynch. Online-No Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 13, 7256, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Lucero H, Class instruction is: Asynch. Online-No Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 14, 7257, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Staff, Class instruction is: Asynch. Online-No Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 15, 7258, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Lucero H, Class instruction is: Asynch. Online-No Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 16, 7259, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Bollelli D, Class instruction is: Asynch. Online-No Meet Times.
AIS 119, INTRODUCTION TO ETHNIC STUDIES, 3 Units, 17, 7260, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Maki T, Class instruction is: Asynch. Online-No Meet Times.
AIS 222, AMERICAN INDIAN MUSEUM STUDIES, 3 Units, 01, 3224, NONE, NONE, 306, LEC, MW, 5:30-6:45PM, OPEN, ONLINE-ONLY, Alvitre C, Class instruction is: Synch. Online - Meet Times.
AIS 222, AMERICAN INDIAN MUSEUM STUDIES, 3 Units, 02, 3621, NONE, NONE, 310, LEC, TuTh, 3:30-4:45PM, OPEN, LA5-355, Alvitre C, Class instruction is: Face to Face - On Campus.
AIS 308, CALIFORNIA INDIAN HISTORY, 3 Units, 01, 9158, NONE, NONE, 310, LEC, TuTh, 3:30-4:45PM, OPEN, LA5-246, Stewart K, Class instruction is: Face to Face - On Campus.
AIS 313, AMERICAN INDIAN GENDERS, 3 Units, 02, 9243, NONE, NONE, 310, LEC, TuTh, 11-12:15PM, OPEN, KIN-058, Robertson K, lass instruction is: Face to Face - On Campus. Class offered with WGSS-313-02
AIS 319, RACIAL & ETHNIC EXPERIENCE US, 3 Units, 01, 6376, NONE, NONE, 310, LEC, TuTh, 2-3:15PM, OPEN, LH-151, Stone C, Class instruction is: Face to Face - On Campus.
AIS 345, WORKING WITH AMER IND FAMILIES, 3 Units, 01, 7395, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Notah H, Class instruction is: Asynch. Online-No Meet Times.
AIS 454, CONTEMPORARY INDIGENOUS ARTS, 3 Units, 01, 4765, NONE, NONE, 310, SEM, F, 9-11:45AM, OPEN, FA4-311, West M, lass instruction is: Face to Face - On Campus. Class offered with AH-454-01
AIS 485, AMERICAN INDIANS AND THE LAW, 3 Units, 01, 5353, NONE, NONE, 310, LEC, Tu, 7-9:45PM, OPEN, LA5-355, Reed T, Class instruction is: Face to Face - On Campus.
AIS 490, S TOPICS AMER INDIAN STUDIES, 3 Units, 01, 9085, NONE, NONE, NONE, LEC, Th, 7-9:45PM, OPEN, FA2-200, Peters L, nstructor Consent Required Class instruction is: Face to Face - On Campus.
AIS 497, FIELD WORK AMER INDIAN STUDIES, 1-3 Units, 01, 1012, NONE, NONE, 3, SUP, TBA, NA, OPEN, ONLINE-ONLY, Stone C, nstructor Consent Required Class instruction is: Asynch. Online-No Meet Times.
AIS 499, DIRECTED STUDIES, 1-3 Units, 01, 1013, NONE, NONE, 3, SUP, TBA, NA, OPEN, ONLINE-ONLY, Stone C, nstructor Consent Required Class instruction is: Asynch. Online-No Meet Times.
AMST 142, RACE AND HOLLYWOOD, 3 Units, 01, 7268, NONE, NONE, 310, LEC, MW, 11-12:15PM, OPEN, MM-200, Gomer J, Class instruction is: Face to Face - On Campus.
AMST 152, SURFING AND AMERICAN CULTURE, 3 Units, 01, 10089, NONE, NONE, NONE, LEC, TuTh, 9:30-10:45AM, OPEN, SPA-103, Mizelle B, Class instruction is: Face to Face - On Campus.
AMST 300, INTRO TO AMERICAN STUDIES, 3 Units, 01, 4575, NONE, NONE, 310, LEC, TuTh, 11-12:15PM, OPEN, SPA-210, Sharma P, Class instruction is: Face to Face - On Campus.
AMST 350, CALIFORNIA CULTURE, 3 Units, 01, 3248, NONE, NONE, 311, SEM, M, 9:30-10:45AM, OPEN, LAB-114, Bender K, Class instruction is: Hybrid (Face to Face & Online).
AMST 350, CALIFORNIA CULTURE, 3 Units, 01, NONE, NONE, NONE, NONE, NONE, W, 9:30-10:45AM, NONE, ONLINE-ONLY, Bender K, additional meeting detail
AMST 350, CALIFORNIA CULTURE, 3 Units, 02, 5867, NONE, NONE, 311, SEM, Tu, 12:30-1:45PM, OPEN, SPA-105, Jackson B, Class instruction is: Hybrid (Face to Face & Online).
AMST 350, CALIFORNIA CULTURE, 3 Units, 02, NONE, NONE, NONE, NONE, NONE, Th, 12:30-1:45PM, NONE, ONLINE-ONLY, Jackson B, additional meeting detail
AMST 350, CALIFORNIA CULTURE, 3 Units, 03, 5868, NONE, NONE, 305, SEM, NA, NA, OPEN, ONLINE-ONLY, Bender K, Class instruction is: Asynch. Online-No Meet Times.
AMST 350, CALIFORNIA CULTURE, 3 Units, 04, 6476, NONE, NONE, 305, SEM, NA, NA, OPEN, ONLINE-ONLY, Jackson B, Class instruction is: Asynch. Online-No Meet Times.
AMST 360, EXPL AMER POP CULT, 3 Units, 01, 5310, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Jackson B, Class instruction is: Asynch. Online-No Meet Times.
AMST 421, ANIMALS IN AMER CULTURE, 3 Units, 01, 10090, NONE, NONE, NONE, SEM, TuTh, 2-3:15PM, OPEN, SPA-105, Mizelle B, Class instruction is: Face to Face - On Campus.
AMST 426, THE AMERICAN STUDIES MIXTAPE, 3 Units, 01, 8355, NONE, NONE, 310, LEC, MW, 2-3:15PM, OPEN, LA5-267, Gomer J, Class instruction is: Face to Face - On Campus.
AMST 495, SELECTED TOPICS, 3 Units, 01, 10091, NONE, NONE, NONE, SEM, TuTh, 3:30-4:45PM, OPEN, SPA-105, Sharma P, Class instruction is: Face to Face - On Campus.
AMST 498, SENIOR SEMINAR IN AMER STUDIES, 3 Units, 01, 5311, NONE, NONE, 310, SEM, Tu, 5-7:45PM, OPEN, LA5-244, Sharma P, Class instruction is: Face to Face - On Campus.
ANTH 110, INTRO TO PHYSICAL ANTHROPOLOGY, 3 Units, 01, 1014, NONE, NONE, 306, LEC, TuTh, 9:30-10:45AM, OPEN, ONLINE-ONLY, Tabencki M, Class instruction is: Synch. Online - Meet Times.
ANTH 120, INTRO TO CULTURAL ANTHROPOLOGY, 3 Units, 01, 10742, NONE, NONE, 310, LEC, MW, 11-12:15PM, OPEN, LA5-148, Wrapp M, Class instruction is: Face to Face - On Campus.
ANTH 120, INTRO TO CULTURAL ANTHROPOLOGY, 3 Units, 02, 3362, NONE, NONE, 310, LEC, TuTh, 11-12:15PM, OPEN, FCS-008, Rousso-Schindler S, Class instruction is: Face to Face - On Campus.
ANTH 120, INTRO TO CULTURAL ANTHROPOLOGY, 3 Units, 03, 4317, NONE, NONE, 306, LEC, MW, 12:30-1:45PM, OPEN, ONLINE-ONLY, Staff, Class instruction is: Synch. Online - Meet Times.
ANTH 120, INTRO TO CULTURAL ANTHROPOLOGY, 3 Units, 04, 3665, NONE, NONE, 306, LEC, MW, 2-3:15PM, OPEN, ONLINE-ONLY, Douglas T, Class instruction is: Synch. Online - Meet Times.
ANTH 120, INTRO TO CULTURAL ANTHROPOLOGY, 3 Units, 05, 10196, NONE, NONE, 306, LEC, MW, 9:30-10:45AM, OPEN, ONLINE-ONLY, Douglas T, Class instruction is: Synch. Online - Meet Times.
ANTH 120, INTRO TO CULTURAL ANTHROPOLOGY, 3 Units, 06, 10744, NONE, NONE, NONE, LEC, MW, 9:30-10:45AM, OPEN, VEC-112, Wrapp M, Class instruction is: Face to Face - On Campus.
ANTH 140, INTRODUCTION TO ARCHAEOLOGY, 3 Units, 01, 3565, NONE, NONE, 310, LEC, TuTh, 3:30-4:45PM, OPEN, LA5-165, Patterson K, Class instruction is: Face to Face - On Campus.
ANTH 155, MEDICAL TECH & HUMAN BODIES, 3 Units, 01, 6649, NONE, NONE, 310, LEC, TuTh, 12:30-1:45PM, OPEN, LA3-120, Patterson K, Class instruction is: Face to Face - On Campus.
ANTH 170, INTRO TO LINGUISTICS, 3 Units, 01, 3326, NONE, NONE, 310, LEC, TuTh, 9:30-10:45AM, OPEN, LA5-165, Naqvi S, lass instruction is: Face to Face - On Campus. Class offered with LING-170-01
ANTH 170, INTRO TO LINGUISTICS, 3 Units, 02, 3469, NONE, NONE, 310, LEC, TuTh, 11-12:15PM, OPEN, LA5-165, LeMaster B, lass instruction is: Face to Face - On Campus. Class offered with LING-170-02
ANTH 305, RADICAL SOCIAL ANALYSIS, 3 Units, 02, 9128, NONE, NONE, 306, SEM, MW, 9:30-10:45AM, OPEN, ONLINE-ONLY, Loewe R, Class instruction is: Synch. Online - Meet Times.
ANTH 307, MODERNIZATN GLOBAL PERSPECTIVE, 3 Units, 01, 10293, NONE, NONE, NONE, SEM, MW, 9:30-10:45AM, OPEN, LA5-148, Staff, Class instruction is: Face to Face - On Campus.
ANTH 313, WORLD PREHISTORY, 3 Units, 01, 3711, NONE, NONE, 310, LEC, TuTh, 12:30-1:45PM, OPEN, VEC-115, Sakai S, Class instruction is: Face to Face - On Campus.
ANTH 314, GLOBAL ETHNOGRAPHY, 3 Units, 01, 3363, NONE, NONE, 310, LEC, MW, 3:30-4:45PM, OPEN, LA3-120, Paley V, Class instruction is: Face to Face - On Campus.
ANTH 321, NORTH AMERICAN INDIANS, 3 Units, 01, 4007, NONE, NONE, 310, LEC, MW, 3:30-4:45PM, OPEN, LA5-244, Alvitre C, Class instruction is: Face to Face - On Campus.
ANTH 329, CULTURAL DIVERSITY IN CALIF, 3 Units, 01, 3933, NONE, NONE, 310, LEC, MW, 12:30-1:45PM, OPEN, LA3-120, Pandya M, Class instruction is: Face to Face - On Campus.
ANTH 329, CULTURAL DIVERSITY IN CALIF, 3 Units, 02, 5054, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Quintiliani K, Class instruction is: Asynch. Online-No Meet Times.
ANTH 329, CULTURAL DIVERSITY IN CALIF, 3 Units, 03, 6653, NONE, NONE, 310, LEC, MW, 11-12:15PM, OPEN, LA3-120, Pandya M, Class instruction is: Face to Face - On Campus.
ANTH 329, CULTURAL DIVERSITY IN CALIF, 3 Units, 04, 8421, NONE, NONE, 310, LEC, TuTh, 2-3:15PM, OPEN, LA3-120, Douglas T, Class instruction is: Face to Face - On Campus.
ANTH 329, CULTURAL DIVERSITY IN CALIF, 3 Units, 05, 8566, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Quintiliani K, Class instruction is: Asynch. Online-No Meet Times.
ANTH 329, CULTURAL DIVERSITY IN CALIF, 3 Units, 06, 10139, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Quintiliani K, Class instruction is: Asynch. Online-No Meet Times.
ANTH 329, CULTURAL DIVERSITY IN CALIF, 3 Units, 07, 10273, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Quintiliani K, Class instruction is: Asynch. Online-No Meet Times.
ANTH 353, HEALTH & HEALING, 3 Units, 01, 2817, NONE, NONE, 306, LEC, TuTh, 11-12:15PM, OPEN, ONLINE-ONLY, Miller K, Class instruction is: Synch. Online - Meet Times.
ANTH 401, FOUNDATIONS OF ANTHROPOLOGY, 3 Units, 01, 2446, NONE, NONE, 310, LEC, M, 4-6:45PM, OPEN, LA5-165, Loewe R, Class instruction is: Face to Face - On Campus.
ANTH 412, CULTURE & COMMUNICATION, 3 Units, 01, 1016, NONE, NONE, 310, SEM, MW, 2-3:15PM, OPEN, LA5-165, Maceyko M, Class instruction is: Face to Face - On Campus.
ANTH 413, LANGUAGE & CULTURE, 3 Units, 01, 3372, NONE, NONE, 306, SEM, MW, 3:30-4:45PM, OPEN, ONLINE-ONLY, Klein W, lass instruction is: Synch. Online - Meet Times. Class offered with LING-413-01
ANTH 413, LANGUAGE & CULTURE, 3 Units, 02, 6795, NONE, NONE, 310, SEM, TuTh, 11-12:15PM, OPEN, LA3-120, Klein W, lass instruction is: Face to Face - On Campus. Class offered with LING-413-02
ANTH 414, ANTHROPOLOGY OF RELIGION, 3 Units, 01, 8567, NONE, NONE, 306, LEC, MW, 11-12:15PM, OPEN, ONLINE-ONLY, Douglas T, Class instruction is: Synch. Online - Meet Times.
ANTH 421, EDUCATION ACROSS CULTURES, 3 Units, 01, 3176, NONE, NONE, 310, SEM, MW, 3:30-4:45PM, OPEN, LA3-204, Sharifi A, lass instruction is: Face to Face - On Campus. Class offered with LING-425-01
ANTH 422, THE ANTHROPOLOGY OF GENDER, 3 Units, 01, 5396, NONE, NONE, 310, SEM, TuTh, 11-12:15PM, OPEN, LA5-163, Douglas T, Class instruction is: Face to Face - On Campus.
ANTH 435, HUMAN EVOLUTION, 3 Units, 01, 2605, NONE, NONE, 310, SEM, TuTh, 9:30-10:45AM, OPEN, LA5-163, Uy J, Class instruction is: Face to Face - On Campus.
ANTH 438, EVOLUTION SEX & REPRODUCTION, 3 Units, 01, 8423, NONE, NONE, 310, LEC, TuTh, 2-3:15PM, OPEN, LA5-165, Uy J, Class instruction is: Face to Face - On Campus.
ANTH 441, ETHNOGRAPHIC FILM PRODUCTION I, 3 Units, 01, 5389, NONE, NONE, 310, SEM, Th, 4-5:50PM, OPEN, LA5-154, Rousso-Schindler S, Class instruction is: Face to Face - On Campus.
ANTH 441, ETHNOGRAPHIC FILM PRODUCTION I, 3 Units, 02, 5390, NONE, NONE, 310, ACT, Th, 6-7:50PM, OPEN, LA5-154, Rousso-Schindler S, Class instruction is: Face to Face - On Campus.
ANTH 449, PREHIST CULTURES NORTH AMERICA, 3 Units, 01, 6021, NONE, NONE, 310, LEC, TuTh, 9:30-10:45AM, OPEN, LA5-154, Sakai S, Class instruction is: Face to Face - On Campus.
ANTH 458, ETHNOGRAPHIC METHODS, 3 Units, 01, 4297, NONE, NONE, 310, SEM, M, 1-2:50PM, OPEN, LA5-154, Paley V, Class instruction is: Face to Face - On Campus.
ANTH 458, ETHNOGRAPHIC METHODS, 3 Units, 02, 4982, NONE, NONE, 310, ACT, W, 1-2:50PM, OPEN, LA5-154, Paley V, Class instruction is: Face to Face - On Campus.
ANTH 475, LANG GENDER CROSS CULT PERSPEC, 3 Units, 01, 6651, NONE, NONE, 310, SEM, MW, 9:30-10:45AM, OPEN, LA3-120, Maceyko M, lass instruction is: Face to Face - On Campus. Class offered with LING-470-01 WGSS-475-01
ANTH 487, CULTURAL RESOURCE MANAGEMENT, 3 Units, 01, 5388, NONE, NONE, 310, SEM, TuTh, 3:30-4:45PM, OPEN, LA3-120, Sakai S, Class instruction is: Face to Face - On Campus.
ANTH 490, S TOPICS ANTHROPOLOGY, 3 Units, 01, 10217, NONE, NONE, NONE, SEM, TuTh, 2-3:15PM, OPEN, LA5-154, Wrapp M, Class instruction is: Face to Face - On Campus.
ANTH 499, GUIDED STUDIES IN ANTHROPOLOGY, 1-3 Units, 01, 9157, NONE, NONE, 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, Wilson S, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 505, PRACTICING ANTHROPOLOGY, 3 Units, 01, 4635, NONE, NONE, 310, SEM, Tu, 4-6:45PM, OPEN, LA5-163, Miller K, Class instruction is: Face to Face - On Campus.
ANTH 510, PROSEMINAR, 3 Units, 02, 7020, NONE, NONE, 310, SEM, W, 4-6:45PM, OPEN, LA5-154, Loewe R, Class instruction is: Face to Face - On Campus.
ANTH 514, ANTHROPOLOGY OF RELIGION, 3 Units, 01, 8568, NONE, NONE, 306, LEC, MW, 11-12:15PM, OPEN, ONLINE-ONLY, Douglas T, Class instruction is: Synch. Online - Meet Times.
ANTH 522, THE ANTHROPOLOGY OF GENDER, 3 Units, 01, 5397, NONE, NONE, 310, SEM, TuTh, 11-12:15PM, OPEN, LA5-163, Douglas T, Class instruction is: Face to Face - On Campus.
ANTH 530, ETHNOGRAPHY OF COMMUNICATION, 3 Units, 01, 4321, NONE, NONE, 310, SEM, Th, 5-7:45PM, OPEN, LA5-148, Klein W, lass instruction is: Face to Face - On Campus. Class offered with LING-533-01
ANTH 541, ETHNOGRAPHIC FILM PRODUCTION I, 3 Units, 01, 5550, NONE, NONE, 310, SEM, Th, 4-5:50PM, OPEN, LA5-154, Rousso-Schindler S, Class instruction is: Face to Face - On Campus.
ANTH 541, ETHNOGRAPHIC FILM PRODUCTION I, 3 Units, 02, 5551, NONE, NONE, 310, ACT, Th, 6-7:50PM, OPEN, LA5-154, Rousso-Schindler S, Class instruction is: Face to Face - On Campus.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 01, 1017, NONE, NONE, 8 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, Howell J, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 02, 2149, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Howell J, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 03, 2287, NONE, NONE, 8 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, Miller K, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 04, 2526, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Miller K, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 05, 1018, NONE, NONE, 8 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, Klein W, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 06, 1019, NONE, NONE, 8 305, SUP, TBA, NA, OPEN, ONLINE-ONLY, Klein W, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 07, 2459, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Quintiliani K, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 08, 2460, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, LeMaster B, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 09, 2631, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Wilson S, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 11, 2632, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Loewe R, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 12, 2909, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Loewe R, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 13, 4135, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Wilson S, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 14, 4136, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Quintiliani K, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 15, 4137, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Rousso-Schindler S, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ANTH 698, THESIS OR APPLIED PROJECT, 3 Units, 16, 7034, NONE, NONE, 305 8, SUP, TBA, NA, OPEN, ONLINE-ONLY, Rousso-Schindler S, epartment Consent Required Class instruction is: Asynch. Online-No Meet Times.
ARAB 101B, FUNDAMENTALS OF ARABIC, 4 Units, 01, 9893, NONE, NONE, 1 138 310, SEM, TuTh, 10-11:50AM, OPEN, LA2-106, Hashem I, Class instruction is: Face to Face - On Campus.
ARAB 250, ARABIC FOR ARABIC SPEAKERS, 6 Units, 01, 7261, NONE, NONE, 1 139 309, LEC, TuTh, 5-6:50PM, OPEN, ONLINE-ONLY, Hashem I, Class instruction is: Online - Mixed Meet Times.
ARAB 250, ARABIC FOR ARABIC SPEAKERS, 6 Units, 01, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Hashem I, additional meeting detail
ART 101, ARTISTS IN THEIR OWN WORDS, 1 Unit, 01, 5224, NONE, NONE, 310, ACT, Tu, 5-6:50PM, OPEN, UT-108, Lennon L, Class instruction is: Face to Face - On Campus.
ART 121, SAFETY AND SUSTAINABLE PRACTIC, 1 Unit, 01, 4642, NONE, NONE, 12 116 310, ACT, M, 4-5:50PM, OPEN, FA3-114, Staff, Class instruction is: Face to Face - On Campus.
